Summary data collected by the Greenhouse Gas Reporting Program for 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Facility Emissions by Gas,,,,,,,,,,,,Emissions by Process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,
1006364,110039493429,GREEN PLAINS OBION LLC,RIVES,TN,38253,2098 MCDONALD RD,OBION COUNTY,36.28,-89.15,325193,C,Other,"162,800.44","162,632.20",76.75,91.49,,,,,,,,,,"162,800.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005812,110029535242,GREEN PLAINS ORD LLC,ORD,NE,68862,48267 VAL-E ROAD,VALLEY COUNTY,41.57,-98.82,325193,C,Other,"80,471.90","80,388.60",38.00,45.30,,,,,,,,,,"80,471.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004731,110056930193,GREEN PLAINS OTTER TAIL LLC,FERGUS FALLS,MN,56537,24096 170TH AVENUE,OTTER TAIL COUNTY,46.31,-96.13,325193,C,Other,"78,193.76","78,113.20",36.75,43.81,,,,,,,,,,"78,193.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004332,110027236694,GREEN PLAINS SHENANDOAH LLC,SHENANDOAH,IA,51601,4124 AIRPORT RD,FREMONT COUNTY,40.75,-95.40,325193,C,Other,"91,436.06","91,341.80",43.00,51.26,,,,,,,,,,"91,436.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004331,110035761930,GREEN PLAINS SUPERIOR LLC,SUPERIOR,IA,51363,1495 320TH AVE,DICKINSON COUNTY,43.43,-94.95,325193,C,Other,"67,635.00","67,565.40",31.75,37.85,,,,,,,,,,"67,635.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002790,110000413972,GREEN VALLEY CHEMICAL CORP,CRESTON,IA,50801,1284 N CHERRY ST,UNION COUNTY,41.12,-94.36,325311,"C,G",Chemicals,"47,626.89","47,624.70",1.00,1.19,,,,,,,,,,"1,887.79",,,,"45,739.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004483,110008986810,GREEN VALLEY LANDFILL,ASHLAND,KY,41102,100 ADDINGTON RD,GREENUP COUNTY,38.40,-82.81,562212,"C,HH",Waste,"34,353.80",18.80,"34,335.00",,,,,,,,,,,18.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,335.00",,,,N,N,N,
1007925,110006662307,GREENRIDGE RECLAMATION Landfill,SCOTTDALE,PA,15683,234 LANDFILL RD,WESTMORELAND COUNTY,40.13,-79.58,562212,"C,HH",Waste,"50,060.40",78.40,"49,982.00",,,,,,,,,,,78.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,982.00",,,,N,N,N,
1005895,110035783872,GREENWOOD FARMS LANDFILL,TYLER,TX,75708,12920 FM 2767,SMITH COUNTY,32.37,-95.19,562212,HH,Waste,"46,054.00",,"46,054.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,054.00",,,,N,N,N,
1003943,110020680306,GREIF RIVERVILLE LLC,Riverville,VA,24553,861 Fibre Plant Road,AMHERST COUNTY,37.51,-78.91,322110,"AA,C,TT","Pulp and Paper,Waste","140,130.73","106,491.20","31,185.50","2,454.03",,,,,,,,,"266,302.60","81,032.23",,,,,,,,,,,,,,,,,,,,,,,,,,,"28,380.25",,,,,,,,,"30,718.25",N,N,N,
1003289,110000585750,GRIFFIN PIPE PRODUCTS COMPANY - LYNCHBURG,LYNCHBURG,VA,24505,10 ADAMS STREET - UPPER BASIN,LYNCHBURG CITY,37.42,-79.14,331511,C,Metals,"49,638.26","49,312.20",119.25,206.81,,,,,,,,,,"49,638.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005722,110041054505,GRIMES COUNTY CMP STN,ROANS PRAIRIE,TX,77875,,GRIMES COUNTY,30.57,-95.99,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"51,911.32","47,553.00","4,331.50",26.82,,,,,,,,,,"47,597.32",,,,,,,,,,,,,,,,,,,,4314,,,,,,,,,,,,,,,,,N,N,N,
1007615,110000817439,GROWS LDFL WASTE MGMT,MORRISVILLE,PA,19067,1513 BORDENTOWN ROAD,BUCKS COUNTY,40.16,-74.78,562212,"C,HH",Waste,"109,430.34","5,013.30","104,415.25",1.79,,,,,,,,,,"5,015.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104,414.50",,,,N,N,N,
1000088,110002486257,GSA Central Heating,WASHINGTON,DC,20407,325 13th STREETS SOUTHWEST,,38.89,-77.02,221330,C,Power Plants,"130,349.74","130,210.90",62.25,76.59,,,,,,,,,,"130,349.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007998,110000347161,"GSK, INC.",ZEBULON,NC,27597,1011 NORTH ARENDELL AVENUE,WAKE COUNTY,35.83,-78.32,325412,"C,OO","Chemicals,Industrial Gas Suppliers","9,136.92","9,127.60",4.25,5.07,,,,,,,,,,"9,136.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007221,110007501499,GUAM POWER AUTHORITY - CABRAS POWER PLANT,PITI,GU,96915,322 CABRAS HIGHWAY,GUAM,13.39,144.71,221112,C,Power Plants,"626,918.76","624,870.00",605.25,"1,443.51",,,,,,,,,,"626,918.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000872,110037061988,GUARDIAN ENERGY LLC,JANESVILLE,MN,56048,4745 380TH AVE,WASECA COUNTY,44.11,-93.68,325193,C,Other,"178,727.03","178,542.90",84.00,100.13,,,,,,,,,,"178,727.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002770,110002339434,GUARDIAN INDUSTRIES - Corsicana,CORSICANA,TX,75110,3801 S. HWY. 287,NAVARRO COUNTY,32.06,-96.43,327211,"C,N",Minerals,"115,726.14","115,641.20",38.75,46.19,,,,,,,,,,"81,878.64",,,,,,,,,"33,847.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002864,110017403745,GUARDIAN INDUSTRIES - DeWitt,DEWITT,IA,52742,300 SOUTH 5TH AVENUE EAST,CLINTON COUNTY,41.81,-90.52,327211,"C,N",Minerals,"117,525.09","117,441.50",38.00,45.59,,,,,,,,,,"80,534.19",,,,,,,,,"36,990.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002905,110000566245,GUARDIAN INDUSTRIES CARLETON FACILITY,CARLETON,MI,48117,14600 ROMINE ROAD,MONROE COUNTY,42.09,-83.36,327211,"C,N",Minerals,"152,443.23","152,328.70",52.25,62.28,,,,,,,,,,"111,097.33",,,,,,,,,"41,345.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002160,110004541434,GUARDIAN INDUSTRIES LLC,GENEVA,NY,14456,50 FORGE AVE,ONTARIO COUNTY,42.88,-76.97,327211,"C,N",Minerals,"110,776.22","110,698.40",35.50,42.32,,,,,,,,,,"75,535.22",,,,,,,,,"35,241.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007904,110017432740,GUARDIAN INDUSTRIES LLC - KINGSBURG,KINGSBURG,CA,93631,11535 EAST MOUNTAINVIEW AVENUE,FRESNO COUNTY,36.55,-119.58,327211,"C,N",Minerals,"116,899.70","116,816.40",38.00,45.30,,,,,,,,,,"81,074.50",,,,,,,,,"35,825.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002924,110043853238,GUARDIAN INDUSTRIES LLC - RICHBURG,RICHBURG,SC,29729,610 L AND C RAILWAY DIST PARK STATE HIGHWAY 9,CHESTER COUNTY,34.71,-81.00,327211,"C,N",Minerals,"127,772.86","127,680.80",42.00,50.06,,,,,,,,,,"89,114.66",,,,,,,,,"38,658.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006117,110014020200,GULF PINES LANDFILL,BILOXI,MS,39532,14543 HUDSON KROHN RD,HARRISON COUNTY,30.50,-88.94,562212,HH,Waste,555.75,,555.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.75,,,,N,N,N,
1002290,110028179110,GULF PLAINS GAS PLANT,BISHOP,TX,78343,7226 COUNTY ROAD 16,NUECES COUNTY,27.69,-97.90,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","125,025.94","121,282.40","3,690.50",53.04,,,,,,,,,,"91,342.66",,,,,,,,,,,,,,,,,,,33683.288,,,,,,,,,,,,,,,,,,N,N,N,
1008037,110043806913,GULFSTREAM STATION 410 (a.k.a. STATION 100),CODEN,AL,36523,6301 ROCK ROAD,MOBILE COUNTY,30.40,-88.19,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"256,142.26","249,645.90","6,356.00",140.36,,,,,,,,,,"249,896.71",,,,,,,,,,,,,,,,,,,,6245.55,,,,,,,,,,,,,,,,,N,N,N,
1007080,110037383836,GULFSTREAM STATION 420,PALMETTO,FL,34221,4610 BUCKEYE ROAD,MANATEE COUNTY,27.62,-82.52,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"47,329.79","42,495.20","4,810.75",23.84,,,,,,,,,,"42,533.54",,,,,,,,,,,,,,,,,,,,4796.25,,,,,,,,,,,,,,,,,N,N,N,
1006811,110000896816,Gadsby,SALT LAKE CITY,UT,84104,1407 WEST NORTH TEMPLE REAR,Salt Lake,40.77,-111.93,221112,"C,D",Power Plants,"124,600.89","124,474.30",57.75,68.84,,,,,,,,,,"2,418.84","122,182.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007423,110000368183,Gadsden,GADSDEN,AL,35903,1000 GOODYEAR AVE,Etowah,34.01,-85.97,221112,"C,D",Power Plants,"160,700.70","160,537.40",74.50,88.80,,,,,,,,,,829.10,"159,871.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1008185,110037844376,Galena Park Terminal,Galena Park,TX,77547,906 Clinton Dr.,HARRIS COUNTY,29.73,-95.23,493190,C,Other,"39,240.95","39,200.40",18.50,22.05,,,,,,,,,,"39,240.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007790,110000493136,Gallatin,GALLATIN,TN,37066,1499 STEAM PLANT RD,Sumner,36.32,-86.40,221112,"C,D",Power Plants,"4,565,075.19","4,529,780.00","12,917.18","22,378.01",,,,,,,,,,"10,264.24","4,554,810.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005585,110059763536,Galveston Bay Refinery,TEXAS CITY,TX,77592,2401 5TH AVE S IN TEXAS CITY,GALVESTON COUNTY,29.38,-94.93,324110,"C,D,MM-REF,Y","Petroleum Product Suppliers,Power Plants,Refineries","7,655,594.26","7,601,175.10","39,521.25","14,897.91",,,,,,,,,,"2,615,436.74","3,190,910.36",,,,,,,,,,,,,,,,,,,,,,,,"1,849,247.16",,,,,,,,,,,,N,N,N,
1007454,110007342303,Gans Generating Facility,Lake Lynn,PA,15451,581 GANS ROAD,Fayette,39.75,-79.84,221112,D,Power Plants,"90,992.91","90,900.40",42.15,50.36,,,,,,,,,,,"90,992.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1010020,110011276859,Garden Banks 260 A,Offshore,LA,00000,,HARRIS COUNTY,27.73,-91.99,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,"31,861.93","18,531.70","13,311.75",18.48,,,,,,,,,,"16,920.33",,,,,,,,,,,,,,,,,,14941.592,,,,,,,,,,,,,,,,,,,N,N,N,
1011728,110064007701,Garden Banks 72,Offshore,LA,00000,,,27.89,-92.55,211130,"C,W-OFFSH",Petroleum and Natural Gas Systems,"23,204.72","8,350.20","14,849.75",4.77,,,,,,,,,,"8,356.47",,,,,,,,,,,,,,,,,,14848.25,,,,,,,,,,,,,,,,,,,N,N,N,
1001586,110070081797,Garden City,GARDEN CITY,KS,67846,2075 W SAINT JOHN ST,Finney,37.97,-100.90,221112,"C,D",Power Plants,"54,399.64","54,343.20",25.75,30.69,,,,,,,,,,"21,649.42","32,750.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1013398,,Garden City Compressor Station,Big Spring,TX,79721,5001 Highway 3,,32.25,-101.48,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"63,317.36","37,642.00","25,654.50",20.86,,,,,,,,,,"37,650.76",,,,,,,,,,,,,,,,,,,,25666.6,,,,,,,,,,,,,,,,,N,N,N,
1002101,110043806922,Garnet Valley Facility,LAS VEGAS,NV,89165,11401 I15,CLARK COUNTY,35.99,-115.09,221112,C,Power Plants,"347,861.04","347,502.10",163.75,195.19,,,,,,,,,,"347,861.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1012065,110067543554,Garrison Energy Center,Dover,DE,19901,"450 Garrison, Oak Dr",KENT COUNTY,39.18,-75.50,221112,D,Power Plants,"650,485.41","649,819.70",302.75,362.96,,,,,,,,,,,"650,485.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005478,110040494523,Gary Sanitary Closed Landfill,Gary,IN,46402,1900  Burr St,LAKE COUNTY,41.58,-87.41,562212,HH,Waste,"31,902.25",,"31,902.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,902.25",,,,N,N,N,
1003043,110041135580,Garyville Refinery,Garyville,LA,70051,155 Sugarcane Road,ST. JOHN THE BAPTIST PARISH,30.06,-90.59,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries","3,967,921.26","3,939,220.40","17,452.25","11,248.61",,,,,,,,,,"2,806,972.83",,,,,,,,,,,,,,,,,,,,,,,,,"1,160,948.43",,,,,,,,,,,,N,N,N,
1013313,110014021646,Gas Transmission Northwest Pipeline (Eastport Compressor Station),Sandpoint,ID,83864,237 Samuels Road,BONNER COUNTY,48.44,-116.49,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"53,009.76","51,706.10","1,274.75",28.91,,,,,,,,,,"51,757.96",,,,,,,,,,,,,,,,,,,,1251.8,,,,,,,,,,,,,,,,,N,N,N,
1004781,110007515162,Gas Transmission Northwest Pipeline Athol CS#5,ATHOL,ID,83801,2244 EAST SEASONS ROAD,KOOTENAI COUNTY,47.92,-116.76,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"101,863.22","100,288.90","1,518.00",56.32,,,,,,,,,,"100,390.87",,,,,,,,,,,,,,,,,,,,1472.35,,,,,,,,,,,,,,,,,N,N,N,
1005013,110067366362,Gas Transmission Northwest Pipeline Bend CS#12,BEND,OR,97701,55640 S. Highway 97,DESCHUTES COUNTY,43.82,-121.42,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"63,223.52","61,355.50","1,833.75",34.27,,,,,,,,,,"61,416.72",,,,,,,,,,,,,,,,,,,,1806.8,,,,,,,,,,,,,,,,,N,N,N,
1004780,110013844581,Gas Transmission Northwest Pipeline Bonanza CS#14,BONANZA,OR,97623,,KLAMATH COUNTY,42.17,-121.44,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"54,842.90","53,440.30","1,372.50",30.10,,,,,,,,,,"53,494.25",,,,,,,,,,,,,,,,,,,,1348.65,,,,,,,,,,,,,,,,,N,N,N,
1004783,110013866227,Gas Transmission Northwest Pipeline Chemult CS#13,CHEMULT,OR,97731,,KLAMATH COUNTY,43.08,-121.83,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"22,399.97","21,935.50",452.25,12.22,,,,,,,,,,"21,957.47",,,,,,,,,,,,,,,,,,,,442.5,,,,,,,,,,,,,,,,,N,N,N,
1004782,110007739322,Gas Transmission Northwest Pipeline Ione CS#9,IONE,OR,97843,,MORROW COUNTY,45.49,-119.85,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"48,824.32","47,873.00",924.50,26.82,,,,,,,,,,"47,921.32",,,,,,,,,,,,,,,,,,,,903,,,,,,,,,,,,,,,,,N,N,N,
1004778,110007169893,Gas Transmission Northwest Pipeline Kent CS#10,KENT,OR,97033,,SHERMAN COUNTY,45.13,-120.61,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"101,950.83","98,683.90","3,211.50",55.43,,,,,,,,,,"98,782.63",,,,,,,,,,,,,,,,,,,,3168.2,,,,,,,,,,,,,,,,,N,N,N,
1004773,110006459643,Gas Transmission Northwest Pipeline Rosalia CS#6,ROSALIA,WA,99170,EAST 315 BABB ROAD,SPOKANE COUNTY,47.28,-117.41,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"105,917.55","105,673.00",185.25,59.30,,,,,,,,,,"105,781.95",,,,,,,,,,,,,,,,,,,,135.6,,,,,,,,,,,,,,,,,N,N,N,
1005008,110014021646,Gas Transmission Northwest Pipeline Sandpoint CS#4,SANDPOINT,ID,83864,237 SAMUELS ROAD,BONNER COUNTY,48.44,-116.49,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"116,664.72","115,464.30","1,135.75",64.67,,,,,,,,,,"115,582.02",,,,,,,,,,,,,,,,,,,,1082.7,,,,,,,,,,,,,,,,,N,N,N,
1004775,110005320955,Gas Transmission Northwest Pipeline Wallula CS#8,WALLULA,WA,99363,638 LAMBDIN RD,WALLA WALLA COUNTY,46.05,-118.84,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"121,132.05","119,457.50","1,607.50",67.05,,,,,,,,,,"119,579.20",,,,,,,,,,,,,,,,,,,,1552.85,,,,,,,,,,,,,,,,,N,N,N,
1012641,,"Gas Transmission Northwest Starbuck Sta.#7 (Starbuck, WA)",Starbuck,WA,99359,Lyons Ferry Road,,46.52,-118.13,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"72,189.28","70,860.90","1,288.75",39.63,,,,,,,,,,"70,932.48",,,,,,,,,,,,,,,,,,,,1256.8,,,,,,,,,,,,,,,,,N,N,N,
1011886,110042256322,Gateway North Mine,Coulterville,IL,62237,12968 State Route 13,RANDOLPH COUNTY,38.18,-89.62,212111,"C,FF",Other,"26,748.50",651.70,"26,096.50",0.30,,,,,,,,,,652.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,096.25",,,,,,N,N,N,
1003245,110038367193,Gator Gas Processing Plant,GRAND CHENIER,LA,70643,3135 HWY 82,CAMERON PARISH,29.77,-92.96,211130,"C,W-PROC",Petroleum and Natural Gas Systems,"61,207.23","6,552.40","54,651.25",3.58,,,,,,,,,,"6,486.58",,,,,,,,,,,,,,,,,,,54720.65,,,,,,,,,,,,,,,,,,N,N,N,
1013559,110021100191,Gaylord Generating Station,Gaylord,MI,49735,2700 Millbocker Road,OTSEGO COUNTY,45.00,-84.72,221112,C,Power Plants,"47,008.67","46,959.90",22.25,26.52,,,,,,,,,,"47,008.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1010663,110004844401,Geisinger Medical Center,Danville,PA,17822,100 North Academy Avenue,MONTOUR COUNTY,40.97,-76.60,622110,C,Other,"35,760.86","35,723.60",17.00,20.26,,,,,,,,,,"35,760.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001194,110043788327,Gen J M Gavin,CHESHIRE,OH,45620,OHIO ROUTE 7,Gallia,38.93,-82.12,221112,"C,D",Power Plants,"13,044,750.13","12,940,205.90","38,236.25","66,307.98",,,,,,,,,,"5,444.31","13,039,305.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001200,110000310191,General Electric Aviation,LYNN,MA,01910,1000 WESTERN AVE,Essex,42.45,-70.97,336412,C,Other,"92,707.50","92,592.20",48.25,67.05,,,,,,,,,,"92,707.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1010554,110044315862,General Motors LLC Orion Assembly,Lake Orion,MI,48359,4555 Giddings Road,OAKLAND COUNTY,42.72,-83.27,336111,C,Other,"21,823.64","21,721.70",34.00,67.94,,,,,,,,,"15,416.40","21,823.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004317,110042681176,General Motors LLC Wentzville,Wentzville,MO,63385,1500 East Route A,ST. CHARLES COUNTY,38.81,-90.82,336112,C,Other,"86,184.98","86,096.20",40.50,48.28,,,,,,,,,,"86,184.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1010968,110000370768,General Motors Spring Hill Manufacturing,Spring Hill,TN,37174,100 Saturn Parkway,MAURY COUNTY,35.75,-86.95,336112,C,Other,"36,254.96","36,217.70",17.00,20.26,,,,,,,,,,"36,254.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004452,110043087619,Genesis Alkali Granger,Granger,WY,82934,956 County Road 11,SWEETWATER COUNTY,41.59,-109.97,212391,C,Other,"417,526.67","414,604.70","1,070.50","1,851.47",,,,,,,,,,"417,526.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006324,110070081939,Genesis Alkali Westvaco,GREEN RIVER,WY,82935,580 Westvaco Road,SWEETWATER COUNTY,41.60,-109.82,212391,"C,CC,S",Minerals,"1,824,295.10","1,816,187.10","3,004.75","5,103.25",,,,,,,,,,"1,492,540.80",,,,,,,,,,,,,,"29,234.20",,,,,,,,,,,,,,,"302,520.10",,,,,,,,N,N,N,
1007168,110055511566,Genesis Mine,Centertown,KY,42328,175 Matanzas Road,OHIO COUNTY,37.42,-87.03,212112,FF,Other,"68,473.75",,"68,473.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,473.75",,,,,,N,N,N,
1005775,110070081924,Genoa,Genoa,WI,54632,S4651 State Road 35,Vernon,43.56,-91.23,221112,"C,D",Power Plants,"1,256,785.27","1,246,948.50","3,597.25","6,239.52",,,,,,,,,,"1,785.72","1,254,999.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1012957,110033719144,George Bush Intercontinental Airport,Houston,TX,77032,2800 North Terminal Road,HARRIS COUNTY,29.99,-95.35,488190,C,Other,"23,397.61","23,373.50",11.00,13.11,,,,,,,,,,"23,397.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001612,110001323318,George Neal North,SERGEANT BLUFF,IA,51054,1151   260th ST,Woodbury,42.33,-96.38,221112,"C,D",Power Plants,"1,722,780.85","1,709,318.70","4,924.75","8,537.40",,,,,,,,,,"3,446.14","1,719,334.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001117,110000414114,George Neal South,SALIX,IA,51052,2761 PORT NEAL CIRCLE,Woodbury,42.30,-96.36,221112,"C,D",Power Plants,"1,462,768.85","1,451,365.60","4,169.00","7,234.25",,,,,,,,,,357.95,"1,462,410.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1003528,110007769316,Georgetown County Landfill,Georgetown,SC,29440,201 Landfill Road,GEORGETOWN COUNTY,33.45,-79.31,562212,HH,Waste,"60,430.00",,"60,430.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,430.00",,,,N,N,N,
1004585,110070081896,Georgetown Facility,Georgetown,SC,29440,2007 Pennyroyal Road,GEORGETOWN COUNTY,33.34,-79.35,327420,C,Minerals,"72,583.88","72,508.80",34.25,40.83,,,,,,,,,,"72,583.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001144,110003137203,Georgetown Substation,INDIANAPOLIS,IN,46268,8198 GEORGETOWN ROAD,Marion,39.90,-86.24,221112,"C,D",Power Plants,"81,531.25","81,448.50",37.75,45.00,,,,,,,,,,47.90,"81,483.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1013225,110070525548,Georgia Pacific Plywood,Taylorsville,MS,39168,105 SCR 25,SMITH COUNTY,31.84,-89.47,321212,C,Other,"56,893.74","55,069.50",280.00,"1,544.24",,,,,,,,,"132,317.70","56,893.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1013002,110059578176,Georgia Pacific Wood Products LLC,Hosford,FL,32334,12995 NE SR 65,LIBERTY COUNTY,30.44,-84.77,321219,C,Other,"29,518.95","28,421.00",167.00,930.95,,,,,,,,,"79,990.60","29,518.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1009541,110070082035,Georgia-Pacific Consumer Operations LLC,Green Bay,WI,54307,,BROWN COUNTY,44.51,-88.13,562212,TT,Waste,"154,684.75",,"154,684.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154,684.75",N,N,N,
1013055,,Georgia-Pacific Gurdon Plywood/Lumber,Gurdon,AR,71743,#1 GP Ln,,33.89,-93.14,321212,C,Other,"27,713.52","25,802.80",282.75,"1,627.97",,,,,,,,,"141,039.90","27,713.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
